,movieId,imdbId,tmdbId,youtubeId,title,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,year,full_link,views,dates,likes,dislikes
2957,64034,914798,14574.0,uwysOfnX2Qg,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",Color,Mark Herman,185.0,94.0,39.0,18.0,Sheila Hancock,77.0,9030581.0,Drama|War,Richard Johnson,The Boy in the Striped Pajamas ,132386,156,Cara Horgan,0.0,boy|fence|jew|nazis|poison gas,http://www.imdb.com/title/tt0914798/?ref_=fn_tt_tt_1,398.0,English,UK,PG-13,12500000.0,2008.0,32.0,7.8,1.85,38000,2008,https://www.youtube.com/watch?v=uwysOfnX2Qg,175690,20091230,232,11
2958,64114,1129423,14438.0,pOafIB3KqkM,Fireproof (2008),Color,Alex Kendrick,50.0,122.0,589.0,150.0,Ken Bevel,848.0,33451479.0,Drama|Romance,Kirk Cameron,Fireproof ,17068,1164,Erin Bethea,0.0,christian film|dare|firefighter|internet pornography|marriage,http://www.imdb.com/title/tt1129423/?ref_=fn_tt_tt_1,215.0,English,USA,PG,500000.0,2008.0,153.0,6.5,1.85,0,2008,https://www.youtube.com/watch?v=pOafIB3KqkM,37834,2009525,58,4
2959,64229,1042877,14299.0,1309MEQ4b30,Cadillac Records (2008),Color,Darnell Martin,81.0,109.0,67.0,192.0,Veronika Dash,436.0,8134217.0,Biography|Drama|Music,Cedric the Entertainer,Cadillac Records ,15412,1141,Tammy Blanchard,3.0,1950s|jazz|jazz music|sex|title directed by female,http://www.imdb.com/title/tt1042877/?ref_=fn_tt_tt_1,90.0,English,USA,R,12000000.0,2008.0,223.0,7.0,2.35,0,2008,https://www.youtube.com/watch?v=1309MEQ4b30,1459118,20081121,3329,114
2960,64231,450314,13056.0,liABMxEvPAc,Punisher: War Zone (2008),Color,Lexi Alexander,151.0,103.0,189.0,766.0,Wayne Knight,3000.0,7948159.0,Action|Crime|Drama|Thriller,Julie Benz,Punisher: War Zone ,48999,6563,Colin Salmon,1.0,gun fu|plastic surgery|psychopath|undercover|vigilante,http://www.imdb.com/title/tt0450314/?ref_=fn_tt_tt_1,280.0,English,USA,R,35000000.0,2008.0,967.0,6.0,2.35,0,2008,https://www.youtube.com/watch?v=liABMxEvPAc,3218846,20081112,3757,1253
2961,64497,970416,10200.0,lgeuvDiS1_M,"Day the Earth Stood Still, The (2008)",Color,Scott Derrickson,276.0,104.0,301.0,71.0,Jon Hamm,18000.0,79363785.0,Drama|Sci-Fi|Thriller,Keanu Reeves,The Day the Earth Stood Still ,139423,22194,Juan Riedinger,0.0,alien|earth|giant robot|military|scientist,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,698.0,English,USA,PG-13,80000000.0,2008.0,4000.0,5.5,2.35,0,2008,https://www.youtube.com/watch?v=lgeuvDiS1_M,NaN,NaN,NaN,NaN
2962,64497,970416,10200.0,lgeuvDiS1_M,"Day the Earth Stood Still, The (2008)",Color,Scott Derrickson,276.0,104.0,301.0,71.0,Jon Hamm,18000.0,79363785.0,Drama|Sci-Fi|Thriller,Keanu Reeves,The Day the Earth Stood Still ,139426,22194,Juan Riedinger,0.0,alien|earth|giant robot|military|scientist,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,698.0,English,USA,PG-13,80000000.0,2008.0,4000.0,5.5,2.35,0,2008,https://www.youtube.com/watch?v=lgeuvDiS1_M,NaN,NaN,NaN,NaN
2963,64575,918927,14359.0,ie4LuDp6HUs,Doubt (2008),Color,John Patrick Shanley,293.0,104.0,53.0,652.0,Meryl Streep,22000.0,33422556.0,Drama|Mystery,Philip Seymour Hoffman,Doubt ,99236,33903,Carrie Preston,0.0,boy|catholic|nun|priest|student,http://www.imdb.com/title/tt0918927/?ref_=fn_tt_tt_1,321.0,English,USA,PG-13,20000000.0,2008.0,11000.0,7.5,1.85,0,2008,https://www.youtube.com/watch?v=ie4LuDp6HUs,122726,2011128,0,0
2964,64614,1205489,13223.0,vLkBUix_D3U,Gran Torino (2008),Color,Clint Eastwood,366.0,116.0,16000.0,198.0,Dreama Walker,16000.0,148085755.0,Drama,Clint Eastwood,Gran Torino ,561773,17347,Ahney Her,0.0,gang|gang rape|hmong|teenager|widower,http://www.imdb.com/title/tt1205489/?ref_=fn_tt_tt_1,871.0,English,USA,R,33000000.0,2008.0,601.0,8.2,2.35,28000,2008,https://www.youtube.com/watch?v=vLkBUix_D3U,94552,2012318,137,10
2965,64620,870111,11499.0,7Axo80kr9DM,Frost/Nixon (2008),Color,Ron Howard,302.0,122.0,2000.0,1000.0,Clint Howard,2000.0,18593156.0,Drama,Toby Jones,Frost/Nixon ,88682,6161,Oliver Platt,1.0,american president|political drama|scandal|u.s. president|washington post the newspaper,http://www.imdb.com/title/tt0870111/?ref_=fn_tt_tt_1,241.0,English,USA,R,35000000.0,2008.0,1000.0,7.7,2.35,0,2008,https://www.youtube.com/watch?v=7Axo80kr9DM,25679,2013715,55,0
2966,64622,976051,8055.0,JA1J2WmFGUw,"Reader, The (2008)",Color,Stephen Daldry,299.0,124.0,335.0,50.0,David Kross,14000.0,34180954.0,Drama|Romance,Kate Winslet,The Reader ,189812,14504,Susanne Lothar,0.0,love|reading|teaching oneself to read|trial|war crime,http://www.imdb.com/title/tt0976051/?ref_=fn_tt_tt_1,370.0,English,USA,R,32000000.0,2008.0,388.0,7.6,1.85,15000,2008,https://www.youtube.com/watch?v=JA1J2WmFGUw,72495,2009118,38,3
2967,64652,361500,20542.0,5Gi8ZG7UE5Q,Delgo (2008),Color,Marc F. Adler,41.0,94.0,0.0,379.0,Anne Bancroft,795.0,511920.0,Adventure|Animation|Comedy|Fantasy|Romance,Eric Idle,Delgo ,2458,2449,Kelly Ripa,1.0,box office flop|computer animation|one word title|surrealism|villainess,http://www.imdb.com/title/tt0361500/?ref_=fn_tt_tt_1,26.0,English,USA,PG,40000000.0,2008.0,754.0,4.4,1.85,211,2008,https://www.youtube.com/watch?v=5Gi8ZG7UE5Q,324450,20091021,298,469
2968,64716,814314,11321.0,hvu2F6t26hs,Seven Pounds (2008),Color,Gabriele Muccino,202.0,123.0,125.0,835.0,Rosario Dawson,10000.0,69951824.0,Drama|Romance,Will Smith,Seven Pounds ,232710,14727,Madison Pettis,1.0,boyfriend girlfriend relationship|heart|main character dies|organ donor|redemption,http://www.imdb.com/title/tt0814314/?ref_=fn_tt_tt_1,599.0,English,USA,PG-13,55000000.0,2008.0,3000.0,7.7,2.35,26000,2008,https://www.youtube.com/watch?v=hvu2F6t26hs,220445,2008115,368,8
2969,64839,1125849,12163.0,p_TDzemiYu4,"Wrestler, The (2008)",Color,Darren Aronofsky,391.0,109.0,0.0,120.0,John D'Leo,1000.0,26236603.0,Drama|Sport,Mark Margolis,The Wrestler ,251349,1582,Ajay Naidu,0.0,heart attack|stripper|supermarket|wrestler|wrestling,http://www.imdb.com/title/tt1125849/?ref_=fn_tt_tt_1,547.0,English,USA,R,6000000.0,2008.0,245.0,7.9,2.35,10000,2008,https://www.youtube.com/watch?v=p_TDzemiYu4,90247,20081120,137,6
2970,64957,421715,4922.0,Y_e_XzgStHk,"Curious Case of Benjamin Button, The (2008)",Color,David Fincher,362.0,166.0,21000.0,919.0,Jason Flemyng,11000.0,127490802.0,Drama|Fantasy|Romance,Brad Pitt,The Curious Case of Benjamin Button ,459346,13333,Julia Ormond,2.0,deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging,http://www.imdb.com/title/tt0421715/?ref_=fn_tt_tt_1,822.0,English,USA,PG-13,150000000.0,2008.0,1000.0,7.8,2.35,23000,2008,https://www.youtube.com/watch?v=Y_e_XzgStHk,70301,201228,70,4
2971,64969,1068680,10201.0,rvpsiIe2vBE,Yes Man (2008),Color,Peyton Reed,190.0,104.0,235.0,1000.0,Zooey Deschanel,14000.0,97680195.0,Comedy|Romance,Bradley Cooper,Yes Man ,271691,29505,Danny Masterson,1.0,best friend|dvd|girlfriend|loan|self help,http://www.imdb.com/title/tt1068680/?ref_=fn_tt_tt_1,243.0,English,USA,PG-13,70000000.0,2008.0,11000.0,6.8,2.35,0,2008,https://www.youtube.com/watch?v=rvpsiIe2vBE,419557,200915,450,19
2972,64983,985699,2253.0,m_1UrKgvKb0,Valkyrie (2008),Color,Bryan Singer,269.0,121.0,0.0,919.0,Tom Wilkinson,10000.0,83077470.0,Drama|History|Thriller|War,Tom Cruise,Valkyrie ,183247,14165,Thomas Kretschmann,0.0,american actor playing foreigner|assassination|conspiracy|military|nazis,http://www.imdb.com/title/tt0985699/?ref_=fn_tt_tt_1,440.0,English,USA,PG-13,75000000.0,2008.0,1000.0,7.1,1.85,0,2008,https://www.youtube.com/watch?v=m_1UrKgvKb0,31496,2012105,73,2
2973,65088,960731,10202.0,dtxD0Hdi86M,Bedtime Stories (2008),Color,Adam Shankman,144.0,99.0,163.0,495.0,Carmen Electra,11000.0,109993847.0,Comedy|Family|Fantasy|Romance,Adam Sandler,Bedtime Stories ,72326,12831,Kathryn Joosten,0.0,2000s|bedtime story|elephant|handyman|tween girl,http://www.imdb.com/title/tt0960731/?ref_=fn_tt_tt_1,116.0,English,USA,PG,80000000.0,2008.0,869.0,6.1,2.35,0,2008,https://www.youtube.com/watch?v=dtxD0Hdi86M,25652,20081026,29,1
2974,65126,1024715,13973.0,jP_IKyx0VjY,Choke (2008),Color,Clark Gregg,159.0,92.0,0.0,539.0,Matt Gerald,1000.0,2926565.0,Comedy|Drama,Anjelica Huston,Choke ,28573,3608,Jonah Bobo,0.0,choking|friend|hospital|restaurant|scam,http://www.imdb.com/title/tt1024715/?ref_=fn_tt_tt_1,72.0,English,USA,R,3000000.0,2008.0,585.0,6.5,1.66,0,2008,https://www.youtube.com/watch?v=jP_IKyx0VjY,NaN,NaN,NaN,NaN
2975,65130,959337,4148.0,gf0VqzuWedU,Revolutionary Road (2008),Color,Sam Mendes,323.0,119.0,0.0,10000.0,Kate Winslet,29000.0,22877808.0,Drama|Romance,Leonardo DiCaprio,Revolutionary Road ,152591,53895,Joe Komara,0.0,based on novel|children|connecticut|suburb|work,http://www.imdb.com/title/tt0959337/?ref_=fn_tt_tt_1,414.0,English,USA,R,35000000.0,2008.0,14000.0,7.3,2.35,0,2008,https://www.youtube.com/watch?v=gf0VqzuWedU,776582,20081111,855,39
2976,65155,976247,13827.0,tz2xvUkIm_A,"Surfer, Dude (2008)",Color,S.R. Bindler,26.0,85.0,0.0,499.0,Scott Glenn,11000.0,36497.0,Comedy,Matthew McConaughey,"Surfer, Dude ",7367,14599,Sarah Wright,0.0,barefoot|endorsement|surfboard|virtual reality|waves,http://www.imdb.com/title/tt0976247/?ref_=fn_tt_tt_1,37.0,English,USA,R,6000000.0,2008.0,826.0,4.7,1.85,850,2008,https://www.youtube.com/watch?v=tz2xvUkIm_A,21732,2013625,29,3
2977,65230,822832,14306.0,KR5UBtAxseo,Marley & Me (2008),Color,David Frankel,180.0,115.0,64.0,664.0,Kathleen Turner,2000.0,143151473.0,Comedy|Drama|Family,Eric Dane,Marley & Me ,116681,4811,Haley Bennett,0.0,box office hit|dog|dog movie|florida|pet name in title,http://www.imdb.com/title/tt0822832/?ref_=fn_tt_tt_1,320.0,English,USA,PG,60000000.0,2008.0,899.0,7.1,2.35,11000,2008,https://www.youtube.com/watch?v=KR5UBtAxseo,156827,200914,250,12
2978,65261,876563,12429.0,bskgNOXbdiE,Ponyo (Gake no ue no Ponyo) (2008),Color,Hayao Miyazaki,256.0,101.0,6000.0,2.0,Yûki Amami,6.0,15081783.0,Adventure|Animation|Family|Fantasy,Rumi Hiiragi,Ponyo ,85589,13,Yuria Nara,0.0,children adventure|magical realism|sea goddess|small town|tsunami,http://www.imdb.com/title/tt0876563/?ref_=fn_tt_tt_1,144.0,Japanese,Japan,G,34000000.0,2008.0,3.0,7.7,1.85,0,2008,https://www.youtube.com/watch?v=bskgNOXbdiE,6509210,2009827,19798,1472
2979,65300,816539,16205.0,ejwdhipRQJU,Jack Brooks: Monster Slayer (2007),Color,Jon Knautz,95.0,90.0,10.0,42.0,Daniel Kash,371.0,,Action|Comedy|Horror,Rachel Skarsten,Jack Brooks: Monster Slayer ,5187,558,Stefanie Drummond,2.0,cult film|demon|monster slayer|uncle|vomiting,http://www.imdb.com/title/tt0816539/?ref_=fn_tt_tt_1,46.0,English,Canada,R,2500000.0,2007.0,52.0,6.0,1.85,870,2007,https://www.youtube.com/watch?v=ejwdhipRQJU,342148,2007828,324,34
2982,65418,1152850,8942.0,pASs3rerRCY,Wendy and Lucy (2008),Color,Kelly Reichardt,189.0,80.0,129.0,26.0,Lucy,375.0,856942.0,Drama,John Robinson,Wendy and Lucy ,12241,460,Will Oldham,1.0,car|dog|flip phone|rape threat|vulnerable,http://www.imdb.com/title/tt1152850/?ref_=fn_tt_tt_1,112.0,English,USA,R,200000.0,2008.0,44.0,7.1,1.85,0,2008,https://www.youtube.com/watch?v=pASs3rerRCY,115073,201113,281,12
2983,65577,420238,10199.0,VhpN3obM5fc,"Tale of Despereaux, The (2008)",Color,Sam Fell,118.0,93.0,18.0,903.0,Matthew Broderick,9000.0,50818750.0,Adventure|Animation|Comedy|Family|Fantasy,Emma Watson,The Tale of Despereaux ,31209,13403,Frank Langella,0.0,book|darkness|dungeon|princess|rat,http://www.imdb.com/title/tt0420238/?ref_=fn_tt_tt_1,106.0,English,UK,G,60000000.0,2008.0,2000.0,6.1,2.35,0,2008,https://www.youtube.com/watch?v=VhpN3obM5fc,8735,200947,14,1
2984,65585,901476,10521.0,TyXg2harjys,Bride Wars (2009),Color,Gary Winick,152.0,89.0,56.0,545.0,Steve Howey,11000.0,58715510.0,Comedy|Romance,Anne Hathaway,Bride Wars ,79094,13794,Candice Bergen,2.0,best friend|dyed hair|fake tan|rivalry|wedding,http://www.imdb.com/title/tt0901476/?ref_=fn_tt_tt_1,129.0,English,USA,PG,30000000.0,2009.0,826.0,5.4,1.85,0,2009,https://www.youtube.com/watch?v=TyXg2harjys,569281,2009315,977,42
2985,65601,1179891,14435.0,mPMRDqMWKQ4,My Bloody Valentine 3-D (2009),Color,Patrick Lussier,264.0,101.0,71.0,725.0,Jaime King,10000.0,51527787.0,Horror|Thriller,Jensen Ackles,My Bloody Valentine ,45603,14159,Edi Gathegi,0.0,coma|death|miner|valentine|valentine's day,http://www.imdb.com/title/tt1179891/?ref_=fn_tt_tt_1,268.0,English,USA,R,15000000.0,2009.0,960.0,5.5,1.85,0,2009,https://www.youtube.com/watch?v=mPMRDqMWKQ4,285217,20081030,596,29
2986,65633,1294164,34696.0,GVBmWIGupxQ,Fuel (2008),Color,Joshua Tickell,14.0,112.0,9.0,125.0,Sheryl Crow,860.0,173783.0,Documentary,Larry David,Fuel ,578,1252,George W. Bush,0.0,alternative energy|energy|fuel|green|oil,http://www.imdb.com/title/tt1294164/?ref_=fn_tt_tt_1,34.0,English,USA,Not Rated,2500000.0,2008.0,130.0,7.6,1.85,588,2008,https://www.youtube.com/watch?v=GVBmWIGupxQ,NaN,NaN,NaN,NaN
2987,65642,480669,14139.0,N4ndXJnT8AM,"Timecrimes (Cronocrímenes, Los) (2007)",Color,Nacho Vigalondo,173.0,66.0,76.0,36.0,Nacho Vigalondo,123.0,38108.0,Horror|Mystery|Sci-Fi|Thriller,Karra Elejalde,Timecrimes ,40878,239,Bárbara Goenaga,0.0,binoculars|hitchcockian|scissors|time machine|woods,http://www.imdb.com/title/tt0480669/?ref_=fn_tt_tt_1,124.0,Spanish,Spain,R,2600000.0,2007.0,76.0,7.2,1.85,0,2007,https://www.youtube.com/watch?v=N4ndXJnT8AM,77586,2009220,61,12
2988,65682,834001,12437.0,FQSkh4MjjdA,Underworld: Rise of the Lycans (2009),Color,Patrick Tatopoulos,164.0,92.0,148.0,227.0,Kevin Grevioux,978.0,45802315.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Craig Parker,Underworld: Rise of the Lycans ,119974,2184,Steven Mackintosh,1.0,battle|slave|vampire|warrior|werewolf,http://www.imdb.com/title/tt0834001/?ref_=fn_tt_tt_1,169.0,English,USA,R,35000000.0,2009.0,593.0,6.6,2.35,0,2009,https://www.youtube.com/watch?v=FQSkh4MjjdA,106679,2009513,95,6
2989,65685,494238,2309.0,EsV2Z_il_L4,Inkheart (2008),Color,Iain Softley,161.0,106.0,34.0,466.0,Stephen Graham,3000.0,17281832.0,Adventure|Family|Fantasy,Brendan Fraser,Inkheart ,60232,5329,Jamie Foreman,3.0,book|escape|girl|overalls|villain,http://www.imdb.com/title/tt0494238/?ref_=fn_tt_tt_1,110.0,English,Germany,PG,60000000.0,2008.0,1000.0,6.1,2.35,0,2008,https://www.youtube.com/watch?v=EsV2Z_il_L4,680100,2008229,708,53
2990,65802,1114740,14560.0,Ib4VZ1uvP6U,Paul Blart: Mall Cop (2009),Color,Steve Carr,167.0,91.0,41.0,328.0,Adhir Kalyan,567.0,20819129.0,Action|Comedy|Crime,Erick Avari,Paul Blart: Mall Cop ,84209,2954,Allen Covert,1.0,cell phone|hostage|mall|security guard|text messaging,http://www.imdb.com/title/tt1114740/?ref_=fn_tt_tt_1,201.0,English,USA,PG,26000000.0,2009.0,402.0,5.2,1.85,0,2009,https://www.youtube.com/watch?v=Ib4VZ1uvP6U,289063,201345,0,0
2991,65813,1139668,13788.0,sc3Cba0qOco,"Unborn, The (2009)",Color,David S. Goyer,178.0,89.0,687.0,389.0,Atticus Shaffer,10000.0,42638165.0,Drama|Fantasy|Horror|Mystery|Thriller,Gary Oldman,The Unborn ,42182,12183,Rachel Brosnahan,1.0,babysitting|experiment|nightmare|possession|twin,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,230.0,English,USA,PG-13,16000000.0,2009.0,787.0,4.8,2.35,0,2009,https://www.youtube.com/watch?v=sc3Cba0qOco,5076693,2008111,5324,480
2992,65813,1139668,13788.0,sc3Cba0qOco,"Unborn, The (2009)",Color,David S. Goyer,178.0,89.0,687.0,389.0,Atticus Shaffer,10000.0,42638165.0,Drama|Fantasy|Horror|Mystery|Thriller,Gary Oldman,The Unborn ,42183,12183,Rachel Brosnahan,1.0,babysitting|experiment|nightmare|possession|twin,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,230.0,English,USA,PG-13,16000000.0,2009.0,787.0,4.8,2.35,0,2009,https://www.youtube.com/watch?v=sc3Cba0qOco,5076693,2008111,5324,480
2993,65817,988849,13429.0,UEB3Hx88juE,Donkey Punch (2008),Color,Oliver Blackburn,114.0,99.0,4.0,201.0,Nichola Burley,1000.0,18378.0,Crime|Drama|Horror|Thriller,Julian Morris,Donkey Punch ,9376,1558,Tom Burke,0.0,male frontal nudity|male nudity|male pubic hair|male rear nudity|spain,http://www.imdb.com/title/tt0988849/?ref_=fn_tt_tt_1,74.0,English,UK,R,900000.0,2008.0,233.0,5.2,1.85,0,2008,https://www.youtube.com/watch?v=UEB3Hx88juE,116083,2009211,53,30
2994,65868,963194,14353.0,xETgGym8cnE,Repo! The Genetic Opera (2008),Color,Darren Lynn Bousman,147.0,150.0,163.0,636.0,Paris Hilton,2000.0,140244.0,Horror|Musical|Sci-Fi,Alexa PenaVega,Repo! The Genetic Opera ,20419,4168,Paul Sorvino,1.0,future|murder|opera|repossession|surgery,http://www.imdb.com/title/tt0963194/?ref_=fn_tt_tt_1,259.0,English,USA,R,8500000.0,2008.0,716.0,6.7,1.85,8000,2008,https://www.youtube.com/watch?v=xETgGym8cnE,255391,2008627,633,37
2995,66015,1092082,14582.0,I6WYHagWdeE,Passchendaele (2008),Color,Paul Gross,25.0,114.0,329.0,544.0,Michael Greyeyes,1000.0,,Drama|History|Romance|War,Landon Liboiron,Passchendaele ,6904,3493,Caroline Dhavernas,0.0,battle|canadian armed forces|canadian soldier|directed by star|veteran,http://www.imdb.com/title/tt1092082/?ref_=fn_tt_tt_1,102.0,English,Canada,R,20000000.0,2008.0,912.0,6.5,2.35,971,2008,https://www.youtube.com/watch?v=I6WYHagWdeE,578992,2008522,778,45
2996,66090,1020530,13510.0,-6j3K4MmOKs,Eden Lake (2008),Color,James Watkins,161.0,91.0,43.0,418.0,Jack O'Connell,13000.0,5824.0,Horror|Thriller,Michael Fassbender,Eden Lake ,57811,14561,Lorraine Stanley,1.0,camping|forest|lake|stabbed with glass|vomiting,http://www.imdb.com/title/tt1020530/?ref_=fn_tt_tt_1,357.0,English,UK,R,,2008.0,698.0,6.8,2.35,0,2008,https://www.youtube.com/watch?v=-6j3K4MmOKs,1211607,20081211,937,160
2997,66097,327597,14836.0,Js7wxoqeVK0,Coraline (2009), Black and White,Henry Selick,310.0,100.0,253.0,57.0,Dawn French,309.0,75280058.0,Animation|Family|Fantasy,Jennifer Saunders,Coraline ,143121,647,John Hodgman,1.0,dream|new home|parallel worlds|scissors|secret door,http://www.imdb.com/title/tt0327597/?ref_=fn_tt_tt_1,279.0,English,USA,PG,60000000.0,2009.0,229.0,7.7,1.85,10000,2009,https://www.youtube.com/watch?v=Js7wxoqeVK0,3034961,2009122,6553,892
2998,66198,963178,4959.0,5mDi49Qj1xk,"International, The (2009)",Color,Tom Tykwer,245.0,118.0,670.0,294.0,Brían F. O'Byrne,6000.0,25450527.0,Action|Crime|Drama|Mystery|Thriller,Naomi Watts,The International ,80196,7654,Armin Mueller-Stahl,0.0,bank|chase|district attorney|interpol|murder,http://www.imdb.com/title/tt0963178/?ref_=fn_tt_tt_1,190.0,English,USA,R,50000000.0,2009.0,450.0,6.5,2.35,0,2009,https://www.youtube.com/watch?v=5mDi49Qj1xk,744809,20081224,386,61
2999,66200,1103275,10362.0,8xpmtjOsysM,Two Lovers (2008),Color,James Gray,190.0,110.0,115.0,103.0,Vinessa Shaw,812.0,3148482.0,Drama|Romance,Isabella Rossellini,Two Lovers ,29613,1540,Samantha Ivers,0.0,jewish|love|married man|neighbor|photograph,http://www.imdb.com/title/tt1103275/?ref_=fn_tt_tt_1,98.0,English,USA,R,12000000.0,2008.0,580.0,7.1,2.35,0,2008,https://www.youtube.com/watch?v=8xpmtjOsysM,115032,2009124,69,6
3000,66203,1001508,10184.0,2c3rxHgfRTo,He's Just Not That Into You (2009),Color,Ken Kwapis,161.0,129.0,42.0,49.0,Sabrina Revelle,97.0,93952276.0,Comedy|Drama|Romance,Carmen Perez,He's Just Not That Into You ,132048,318,Sachiko Ishida,7.0,advertising|bar|dating|lingerie slip|six word title,http://www.imdb.com/title/tt1001508/?ref_=fn_tt_tt_1,203.0,English,USA,PG-13,40000000.0,2009.0,50.0,6.4,2.35,12000,2009,https://www.youtube.com/watch?v=2c3rxHgfRTo,297110,2011424,306,17
3001,66240,1079444,14849.0,UwFq5DVpKeI,Dead Like Me: Life After Death (2009),Color,Stephen Herek,19.0,87.0,65.0,686.0,Callum Blue,866.0,,Comedy|Drama|Fantasy,Henry Ian Cusick,Dead Like Me: Life After Death ,10734,3724,Shenae Grimes-Beech,1.0,african american policeman|police|policeman|policewoman|vomiting,http://www.imdb.com/title/tt1079444/?ref_=fn_tt_tt_1,80.0,English,USA,R,5000000.0,2009.0,738.0,6.1,1.78,887,2009,https://www.youtube.com/watch?v=UwFq5DVpKeI,413615,2009213,216,92
3002,66304,785006,15189.0,ObY7W7BVypA,Hotel for Dogs (2009),Color,Thor Freudenthal,107.0,100.0,87.0,446.0,Kevin Dillon,3000.0,73023275.0,Comedy|Family,Don Cheadle,Hotel for Dogs ,16271,5174,Yvette Nicole Brown,4.0,abandoned hotel|dog|foster home|overalls|playing with a dog,http://www.imdb.com/title/tt0785006/?ref_=fn_tt_tt_1,57.0,English,USA,PG,35000000.0,2009.0,576.0,5.4,1.85,1000,2009,https://www.youtube.com/watch?v=ObY7W7BVypA,51413,2009125,143,11
3003,66427,489235,1961.0,pfROegSomiw,My Name Is Bruce (2007),Color,Bruce Campbell,100.0,84.0,0.0,158.0,Dan Hicks,634.0,173066.0,Comedy|Fantasy,Ted Raimi,My Name Is Bruce ,21379,1238,Timothy Patrick Quill,1.0,b movie|birthday|chinese|demon|small town,http://www.imdb.com/title/tt0489235/?ref_=fn_tt_tt_1,88.0,English,USA,R,1500000.0,2007.0,328.0,6.3,1.85,0,2007,https://www.youtube.com/watch?v=pfROegSomiw,234206,2009922,663,29
3004,66509,1201167,20829.0,gMhMQuOIWiQ,Funny People (2009),Color,Judd Apatow,230.0,153.0,0.0,130.0,RZA,11000.0,51814190.0,Comedy|Drama,Adam Sandler,Funny People ,100837,11852,Maude Apatow,1.0,breasts|comedian|craigslist|infidelity|stand up comedian,http://www.imdb.com/title/tt1201167/?ref_=fn_tt_tt_1,301.0,English,USA,R,75000000.0,2009.0,561.0,6.4,1.85,0,2009,https://www.youtube.com/watch?v=gMhMQuOIWiQ,134861,200985,75,2
3006,66639,891592,15268.0,EctFEyCMDL0,Street Fighter: The Legend of Chun-Li (2009),Color,Andrzej Bartkowiak,103.0,96.0,43.0,77.0,Robin Shou,841.0,8742261.0,Action|Crime|Drama|Mystery|Thriller,Chris Klein,Street Fighter: The Legend of Chun-Li ,19824,1385,Josie Ho,2.0,chun li|crime fighter|gangster|mobster|rescue,http://www.imdb.com/title/tt0891592/?ref_=fn_tt_tt_1,179.0,English,Canada,PG-13,18000000.0,2009.0,342.0,3.7,2.35,0,2009,https://www.youtube.com/watch?v=EctFEyCMDL0,940101,2009124,538,277
3007,66659,1142800,15670.0,61AeW3d3fWo,Tyler Perry's Madea Goes to Jail (2009),Color,Tyler Perry,44.0,103.0,0.0,543.0,Keshia Knight Pulliam,923.0,90485233.0,Comedy|Crime|Drama,Vanessa Ferlito,Madea Goes to Jail ,9544,3699,Derek Luke,0.0,adaptation directed by original author|cross dressing|madea series|remake|sequel,http://www.imdb.com/title/tt1142800/?ref_=fn_tt_tt_1,45.0,English,USA,PG-13,,2009.0,619.0,4.1,1.85,804,2009,https://www.youtube.com/watch?v=61AeW3d3fWo,788200,201466,3679,219
3008,66665,1176740,19255.0,Hp_ZwQH2nfI,Away We Go (2009),Color,Sam Mendes,217.0,98.0,0.0,374.0,Jim Gaffigan,925.0,9430988.0,Comedy|Drama|Romance,Catherine O'Hara,Away We Go ,45992,1997,Carmen Ejogo,2.0,baby|children|friend|love|road trip,http://www.imdb.com/title/tt1176740/?ref_=fn_tt_tt_1,115.0,English,USA,R,17000000.0,2009.0,472.0,7.1,2.35,7000,2009,https://www.youtube.com/watch?v=Hp_ZwQH2nfI,134173,2009320,258,14
3009,66785,901487,15067.0,OzNnCK5cd8Q,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)",Color,Jee-woon Kim,152.0,135.0,419.0,7.0,Woo-sung Jung,398.0,128486.0,Action|Adventure|Comedy|Western,Kang-ho Song,"The Good, the Bad, the Weird ",26156,569,Dal-su Oh,0.0,bounty hunter|manchuria|map|train|treasure,http://www.imdb.com/title/tt0901487/?ref_=fn_tt_tt_1,74.0,Korean,South Korea,R,10000000.0,2008.0,149.0,7.3,2.35,0,2008,https://www.youtube.com/watch?v=OzNnCK5cd8Q,NaN,NaN,NaN,NaN
